attitude.roll,attitude.pitch,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,gravity.x,gravity.y,activity
-2.069356,-0.811837,-0.656619,0.365017,-0.368405,0.153586,-0.299939,-0.228557,-0.604392,0.725553,upstairs
2.0020279999999997,-1.389659,-1.086066,0.64417,-0.845809,0.0562649999999999,-0.030698,-0.108301,0.163614,0.983639,walking
0.785841,-0.0910909999999999,-0.000363,0.000212,-4e-05,-0.012256,0.003518,-0.01504,0.704486,0.090965,sitting
1.460077,-1.213389,2.59552,0.015926,2.218788,0.056785,0.513282,-0.267208,0.347695,0.936807,downstairs
-2.46287,-0.4015,0.008664,8.499999999999999e-05,-0.003734,0.039229,-0.184516,0.093153,-0.577865,0.3908,sitting
-0.036322,-1.277874,0.959495,-1.059199,0.354194,0.010775,0.325448,-0.289334,-0.010485,0.957404,walking
0.915516,-1.0929,-2.123913,0.491829,-1.392197,-0.08978,-0.001642,0.050997,0.364652,0.887964,downstairs
-2.59104,-1.266733,-1.04194,0.435462,-0.190795,0.115754,-0.058971,0.118057,-0.156633,0.954128,upstairs
-2.871278,-0.411933,0.003424,0.001352,0.006938,0.000505,0.002527,-0.00555,-0.244692,0.400382,sitting
-2.915855,-0.133444,-0.003476,-0.003439,-0.0031149999999999,0.004825,-0.005164,-0.0061259999999999,-0.221835,0.133048,sitting
-0.059434,-1.418927,1.386279,0.991334,-0.4753479999999999,0.2480119999999999,0.046956,0.10392,-0.008983,0.98849,walking
-2.750882,-1.451234,1.631313,-0.566419,0.773345,-0.184879,-0.216585,0.088411,-0.045376,0.992861,downstairs
0.579024,-1.372406,1.09287,-1.184257,-0.041261,-0.087859,-0.1175619999999999,0.1029809999999999,0.107848,0.980385,upstairs
-0.02041,-1.152347,0.741984,-1.834588,0.272232,-0.13395,1.969382,-1.303187,-0.008293,0.91372,walking
1.5266959999999998,-1.038951,-0.438154,0.001077,-0.828507,0.138424,0.1167339999999999,-0.16232,0.506626,0.861873,walking
-1.445705,-1.44243,-3.226109,-3.672187,-0.3704969999999999,-0.010959,0.038425,-0.224421,-0.126965,0.991772,downstairs
-2.585167,-1.495747,0.025369,-0.001367,-0.037323,-0.014802,0.008873,0.033144,-0.0395649999999999,0.997185,standing
0.034192,-1.555046,0.512241,0.133169,-0.354019,0.102458,0.601275,-0.047614,0.000538,0.999876,upstairs
-0.402619,-0.931455,-2.391295,0.552966,0.911745,0.887798,0.819154,0.520177,-0.233791,0.802489,jogging
0.217134,0.115069,-0.004626,-0.011214,0.011408,0.000669,-0.001289,-0.001298,0.214007,-0.114815,sitting
0.6213489999999999,-1.430664,2.453984,1.216872,1.511377,0.2466219999999999,0.141806,-0.1413819999999999,0.081304,0.990197,upstairs
0.07292,-1.389995,2.3598060000000003,-0.367417,1.35574,-0.170294,0.202152,0.464017,0.0130979999999999,0.9837,downstairs
-2.4780729999999997,-0.165663,0.001347,0.004241,7.2e-05,0.0094489999999999,-0.010594,0.001925,-0.607456,0.164906,sitting
-0.406926,-1.261741,0.923817,1.405336,-0.415308,0.144964,0.112045,-0.062933,-0.1203819999999999,0.952621,jogging
0.4877069999999999,-0.33786,-0.015962,0.0080769999999999,0.006372,-0.015443,0.013837,0.002946,0.44211,0.331469,sitting
2.626664,-1.394769,-3.045501,-2.065969,-0.734815,-0.325401,0.645153,-0.2069369999999999,0.086219,0.984547,jogging
1.375842,-1.244163,2.254081,-0.896525,-0.063274,0.008606,0.558365,0.047669,0.314743,0.947128,downstairs
1.76355,-1.505186,0.002679,0.010491,0.000798,0.0033689999999999,0.002136,0.002837,0.064349,0.997848,standing
2.610191,-1.402578,-0.4062989999999999,1.417859,0.2311619999999999,0.100703,-0.135497,-0.078519,0.084829,0.985885,upstairs
0.068226,-0.2073469999999999,0.0092959999999999,-0.000359,0.001748,0.019652,0.022712,-0.000732,0.066713,0.205864,sitting
0.65273,-0.498105,-0.000299,0.008042,-0.0016239999999999,-0.00307,0.003836,-0.006601,0.533557,0.477761,sitting
1.7051740000000002,-1.078451,0.029751,0.085501,-0.022206,0.036969,0.000594,-0.014562,0.468433,0.8812270000000001,standing
-0.168644,-1.071124,-1.249652,-0.574608,-1.652092,0.297046,0.226356,0.6534840000000001,-0.080417,0.8777389999999999,walking
-1.712489,-1.353996,0.0076549999999999,-0.002842,-0.000352,-0.026192,0.002444,-0.0164139999999999,-0.212943,0.976591,standing
-0.24685,-0.031118,-0.0012779999999999,0.000728,-0.002001,0.014573,0.0413959999999999,-0.005423,-0.244233,0.031113,sitting
-1.84144,-1.302758,0.006317,-0.114827,-0.02355,-0.0054399999999999,0.000872,0.02288,-0.254936,0.964292,standing
-1.549591,-1.139776,2.592113,-0.145922,-0.4545149999999999,0.088048,0.07791,-0.187248,-0.4176689999999999,0.90854,upstairs
-0.230809,-1.153537,-0.36576,-1.003923,-0.277893,0.115289,0.086056,0.5998680000000001,-0.092706,0.914203,walking
-2.68673,-1.063708,-1.533343,1.3147209999999998,-0.813397,-0.047449,0.988249,0.288408,-0.213339,0.8741620000000001,downstairs
-0.709429,-0.78415,-0.105592,3.828094,0.979775,0.475558,0.8011,0.0141039999999999,-0.461184,0.706224,jogging
-0.129597,-1.242227,-0.181888,0.001882,0.166207,0.11975,-1.566378,0.184919,-0.041701,0.946505,jogging
1.565277,-1.467623,-6.050406,2.547299,-1.167723,-0.931597,-0.539146,-1.611813,0.102923,0.994682,jogging
2.4523740000000003,-1.424122,0.057847,0.1475,0.072244,-0.0135039999999999,0.012568,-0.00642,0.092941,0.989263,standing
0.642356,-0.5970479999999999,-0.0040479999999999,-0.011441,0.005939,-0.011035,0.041724,0.015224,0.4954409999999999,0.562204,sitting
0.402984,-1.106646,-1.180863,1.337098,-0.582856,0.028269,-0.053397,-0.08722,0.175558,0.894202,upstairs
2.4348490000000003,-1.333583,0.003123,0.014018,-0.001187,-0.024771,0.003956,0.013402,0.152594,0.971996,standing
2.629568,-1.55284,-0.638425,0.392101,-0.085888,0.006762,0.0994039999999999,0.0116709999999999,0.00868,0.999839,walking
-0.7307640000000001,-1.203166,-2.654268,-0.314863,-0.712306,-0.053134,0.237259,0.460157,-0.2398809999999999,0.933181,upstairs
-3.081276,-1.378231,0.398929,-0.061273,-0.085897,0.38606,0.457647,-0.060761,-0.011533,0.981516,walking
0.8635729999999999,-1.038259,0.434176,0.696364,0.268474,-0.6087020000000001,0.8824360000000001,0.040161,0.385954,0.8615219999999999,upstairs
1.703266,-1.07901,0.058849,0.090838,0.0256029999999999,0.001342,0.027018,0.004281,0.4680649999999999,0.881491,standing
0.46906,-1.389795,2.204731,-1.980029,1.776973,-0.414994,-0.510962,0.443928,0.081375,0.983664,walking
-2.488562,-0.353771,0.004402,0.002227,-0.002698,0.019978,-0.145037,0.058137,-0.5699649999999999,0.346438,sitting
1.456121,-1.253329,0.010397,-0.023324,0.055809,-0.055826,0.034743,0.089193,0.310038,0.950029,standing
1.61405,0.115837,3.700513,2.002288,2.410285,1.094126,-0.579048,0.15398,0.99236,-0.115578,jogging
0.287475,-0.670854,0.59472,-0.643848,-0.218459,-0.184429,-0.2389639999999999,0.258805,0.2220869999999999,0.6216550000000001,upstairs
-2.330032,-1.401746,-1.094719,-0.25644,0.043679,0.585094,-1.7368279999999998,0.011141,-0.1220359999999999,0.985745,jogging
-2.8827580000000004,-1.1692209999999998,1.09445,-0.514048,1.235333,0.084295,-0.922109,-0.567721,-0.1000419999999999,0.920446,jogging
-1.7147,-1.484067,-0.074732,4.345951,-5.43959,-2.717771,1.588735,-1.048921,-0.085726,0.996241,jogging
0.545172,-0.241662,0.002874,0.013074,-0.003632,-0.003008,0.002687,-0.005684,0.503496,0.239317,sitting
-2.8348310000000003,-1.496089,4.2e-05,0.002807,-0.002301,0.033345,0.00433,0.021456,-0.02245,0.997211,standing
0.935221,-1.337639,-0.0173819999999999,-0.199753,0.031541,-0.02718,0.0019579999999999,-0.0293389999999999,0.185856,0.972942,standing
0.70019,-1.329468,1.3702450000000002,-0.045307,0.642469,0.656467,1.966311,-0.354971,0.153973,0.971021,downstairs
-0.099712,-1.205985,-1.222949,-0.386736,-0.0414089999999999,0.272179,-1.387911,0.160436,-0.035516,0.934191,jogging
0.326412,-1.247036,-0.342574,0.007339,0.079913,0.142713,-0.005754,-0.052457,0.102007,0.948046,upstairs
3.018891,-0.970674,2.230163,-0.301062,0.8802479999999999,-0.0456639999999999,-0.7880050000000001,-0.062825,0.069117,0.825267,downstairs
-1.736562,0.003173,-0.899623,-1.7306400000000002,-1.982721,-0.918783,0.418822,-0.212277,-0.986277,-0.003173,downstairs
-2.997688,-1.338234,0.266707,0.3493719999999999,0.908097,0.070646,0.139287,0.2193639999999999,-0.033049,0.973079,upstairs
-1.154652,-1.401968,-0.02107,0.0085989999999999,-0.008971,0.006272,0.009579,0.014868,-0.153687,0.985782,standing
1.307775,-0.952679,-0.109424,0.030172,0.129821,0.208426,0.228761,0.047732,0.5595640000000001,0.814971,walking
0.429568,-1.533675,0.002117,-0.011954,-0.001051,-0.005127,0.006899,-0.010264,0.0154569999999999,0.999311,standing
1.4275719999999998,-1.075382,-0.417477,1.354428,0.093244,-0.381817,-0.1216839999999999,-0.081331,0.470516,0.8797719999999999,upstairs
-0.724671,-1.247187,1.417555,0.872926,1.827975,0.061625,0.300579,0.063083,-0.21078,0.948094,upstairs
1.899811,-1.484245,-0.099196,-0.3488469999999999,-0.024152,-0.025547,0.030843,0.056069,0.0818059999999999,0.996257,standing
-1.427581,-1.185309,0.004711,-0.004806,-0.007637,-0.007037,0.006536,0.028642,-0.37216,0.926615,standing
0.501356,-0.194868,-0.001107,-0.0004349999999999,0.0023539999999999,0.005227,0.03227,0.005461,0.471518,0.1936369999999999,sitting
-0.306903,-1.261317,-1.475996,1.169295,0.054615,-0.333411,-0.5563739999999999,1.24153,-0.092004,0.952492,walking
-1.719947,-1.451663,-1.224717,1.05392,1.0956780000000002,-0.180231,0.567787,-0.319052,-0.117529,0.992912,jogging
-0.5647,-1.282519,1.993696,0.790632,0.936413,0.14656,-0.075404,0.0599679999999999,-0.152145,0.958735,walking
2.709951,-1.4108,-0.410383,1.185084,-0.032352,-0.036006,-0.038818,-0.02027,0.066646,0.987228,upstairs
1.331779,-0.556025,-1.280758,2.091209,-1.356965,-0.424456,-0.2492349999999999,0.020115,0.825213,0.5278149999999999,downstairs
0.501725,-0.194092,0.00031,-0.001946,-0.003499,0.0036479999999999,0.032969,0.007951,0.471908,0.192876,sitting
-0.683237,-1.259477,2.904018,-1.09072,1.644778,1.1062610000000002,0.561192,0.903246,-0.193373,0.95193,downstairs
0.120166,-1.1481709999999998,0.639501,-1.500512,-0.887761,-1.185246,-1.6478099999999998,1.302935,0.049168,0.912015,jogging
-0.165693,-0.957608,2.402852,0.540493,0.3824329999999999,0.070824,0.053551,0.2751159999999999,-0.094917,0.817817,upstairs
0.248415,-0.719993,0.318415,-2.22605,0.797481,-0.315904,-0.397081,0.949939,0.184846,0.65938,walking
1.382484,-1.23945,-1.262572,0.419629,-0.8704139999999999,-0.241201,-0.148578,0.094907,0.31954,0.945605,walking
-2.581706,-0.199429,0.058564,0.010478,-0.054321,0.008356,-0.054768,0.020692,-0.520563,0.1981089999999999,sitting
0.008596,-1.229557,0.21819,-0.468441,-0.322855,-0.043724,1.553204,-0.408065,0.002876,0.942341,jogging
-1.594061,-1.266815,0.003481,0.061501,-0.00149,-0.016404,0.000941,0.078562,-0.29924,0.954152,standing
-1.936343,-1.251826,0.643123,5.435601999999999,-3.071496,-1.611122,2.141048,3.04742,-0.2928699999999999,0.949559,jogging
-0.966693,-1.331913,-3.5706809999999995,-0.7133390000000001,-0.737271,0.144645,0.363648,-0.713206,-0.194739,0.971603,downstairs
-2.665389,-0.095222,-0.003348,-0.005934,-0.000148,0.005893,0.0005639999999999,-0.003261,-0.4563319999999999,0.095078,sitting
0.406553,-0.056701,0.006301,-0.001614,-0.0051979999999999,0.00584,0.002656,-0.002054,0.39481,0.05667,sitting
1.528967,-1.347754,-1.534683,1.659086,0.649838,-0.964616,0.706625,0.056628,0.220994,0.975229,upstairs
-1.618416,-1.261729,0.014672,0.057841,-0.001272,-0.033872,-0.01083,0.0738549999999999,-0.303805,0.952618,standing
-3.011772,-1.504646,0.0274319999999999,-0.020328,0.002495,-0.003085,0.005559,0.024909,-0.0085569999999999,0.997813,standing
2.352218,-1.35548,1.101586,1.801653,-0.170228,0.008652,0.303532,-0.2051889999999999,0.151657,0.976909,upstairs
0.5390149999999999,-0.156921,-0.018343,0.052884,-0.019834,0.004567,-0.008558,0.009122,0.506984,0.156278,sitting
1.112128,-1.471584,-1.304735,0.011028,0.046342,-0.190629,-0.4368399999999999,0.001952,0.088808,0.995082,downstairs
0.501026,-0.437357,0.002514,-0.003365,0.004303,0.0019579999999999,0.002296,-0.009788,0.435114,0.423547,sitting
0.475112,-0.166039,0.002856,-0.000834,-0.001727,-0.013418,0.021429,-0.010668,0.451147,0.165277,sitting
1.83613,-0.501621,0.408889,-0.100469,-0.428239,0.044494,0.489352,-0.425355,0.846101,0.480847,walking
0.685782,-1.237848,2.818476,0.075869,0.567053,-0.567128,0.593079,0.181195,0.206975,0.945083,walking
-2.338916,-0.3139,0.5373760000000001,0.0171699999999999,0.668886,-0.1739349999999999,0.271476,0.2465369999999999,-0.684067,0.30877,upstairs
0.23918,-1.233711,2.9652990000000004,1.387632,0.3947239999999999,0.004213,3.076388,-0.606632,0.078352,0.943723,jogging
0.843608,-1.143885,0.02598,0.044361,-0.054825,0.024034,0.003707,0.054833,0.309294,0.910249,standing
-2.075501,-1.277787,-1.7152330000000002,0.136607,0.361831,-0.304576,-0.553113,0.161489,-0.252782,0.957379,downstairs
0.7776489999999999,-0.09162,-0.002379,-0.002073,0.0040939999999999,-0.014444,-0.005127,-0.0167569999999999,0.698663,0.091491,sitting
0.809311,-1.3066799999999998,0.5749340000000001,0.604576,-0.2682449999999999,-0.108268,-0.350715,0.09665,0.188926,0.965324,upstairs
3.080508,-1.29511,-0.683801,-0.050232,-0.961927,0.364044,0.099315,-0.281611,0.016617,0.962239,walking
-1.6433220000000002,-1.240611,0.0018969999999999,0.026677,0.0069159999999999,-0.013302,-0.005354,0.104225,-0.323337,0.945982,standing
0.56648,-1.449388,-0.478083,-0.936917,-0.308654,0.146164,-0.134714,0.092558,0.064972,0.992639,downstairs
2.931568,-1.271679,0.55529,-2.96665,1.090575,0.260999,0.117493,-0.110554,0.061434,0.955597,downstairs
-2.530442,-1.080517,1.781051,0.3499239999999999,1.168584,-0.002423,0.376527,-0.67,-0.27019,0.882201,upstairs
-1.928175,-0.521472,-3.522498,-1.146937,-2.246412,0.813462,-0.6752199999999999,-0.823435,-0.8123020000000001,0.4981569999999999,upstairs
0.8748600000000001,-1.356598,-0.670137,1.035784,-0.300784,0.001173,-0.246709,0.023483,0.163133,0.977147,upstairs
1.197623,-1.200058,0.57431,-1.860395,1.343488,-0.057205,-0.1394119999999999,0.48166,0.337357,0.93206,upstairs
0.5224260000000001,-0.44742,0.000331,0.002286,0.001873,-0.004707,0.008582,-0.005314,0.449867,0.432641,sitting
-1.627202,-1.0744,2.545444,3.645814,1.375444,0.415703,-0.255831,-0.810006,-0.475487,0.8793049999999999,walking
1.084271,-1.258944,0.280536,0.679026,1.00561,0.4738699999999999,-0.372635,0.164314,0.271216,0.951767,downstairs
0.1072849999999999,-1.077568,-0.393278,-2.0027220000000003,-0.864575,1.145605,0.732396,3.836136,0.050699,0.8808090000000001,jogging
0.284626,-0.320842,-0.037968,0.001723,0.040732,-0.005331,-0.0016,-0.0195389999999999,0.26647,0.315366,sitting
0.118545,-1.188178,3.345047,-0.088199,0.822092,-0.351879,0.7227,0.311725,0.044155,0.92769,downstairs
0.334179,-1.0635,0.575498,0.1285599999999999,-0.042755,-0.122723,0.972588,0.2286699999999999,0.159344,0.8740610000000001,walking
2.093591,-1.460575,-0.445954,0.4618359999999999,-0.202502,0.012348,-0.2077989999999999,-0.054589,0.095257,0.993932,upstairs
-1.051963,-1.398425,4.9721470000000005,-1.893307,0.746222,-0.0572299999999999,2.594226,0.158175,-0.148901,0.985181,jogging
0.8704649999999999,-1.413413,0.10091,0.180426,0.006548,0.056099,-0.009629,0.00118,0.119545,0.987641,standing
0.232789,-0.392326,-0.019096,-0.016069,0.018056,-0.008453,0.004975,-0.009929,0.213165,0.382339,sitting
-0.009687,-1.430485,-0.238632,0.46165,0.289625,-0.007404,-0.187499,0.09316,-0.001354,0.990173,walking
-1.2191379999999998,-1.110616,-1.267088,-0.053814,-0.556667,0.050334,0.454476,0.351531,-0.416911,0.8959719999999999,walking
-0.278201,-1.307377,0.011667,5.283269000000001,-0.653863,-0.739138,1.147608,-0.226082,-0.0715,0.965505,walking
0.879286,-1.24653,-0.28231,-0.875877,-1.139014,-0.964757,-1.075921,0.01825,0.245412,0.947885,jogging
-0.041306,-1.001045,-2.192627,1.192034,-0.635546,0.399167,-1.52302,1.27596,-0.022275,0.8420350000000001,jogging
0.776068,-0.091823,0.000889,0.003407,-0.002322,-0.008654,0.004405,-0.013561,0.697527,0.091694,sitting
-2.663985,-0.09459,0.00082,-0.030304,-0.0118079999999999,0.004827,0.003101,-0.005786,-0.457601,0.094449,sitting
1.178462,-0.999041,1.897756,1.430204,1.157635,-0.100111,1.382268,0.038383,0.499983,0.840952,jogging
0.6219439999999999,-1.382013,-0.003663,-0.005802,-0.004253,0.033115,0.012777,0.080119,0.109203,0.982233,standing
-0.011566,-0.942549,1.123837,-3.067215,0.675662,-0.331276,-0.4851609999999999,0.882915,-0.006798,0.809059,walking
-2.403508,-0.234056,-0.002431,-0.001067,-0.004859,0.002177,0.00271,-0.004479,-0.65452,0.231925,sitting
-2.3844939999999997,-1.25491,-2.440138,0.919228,1.723917,0.397239,0.010202,-0.031996,-0.213294,0.950522,walking
0.998429,-0.748642,-0.002405,-0.004967,0.004871,0.009807,0.008686,0.008631,0.615849,0.680645,sitting
-0.203747,-1.203717,-0.902584,1.695111,0.797067,0.043821,-0.14598,-0.0839309999999999,-0.072614,0.93338,downstairs
0.300324,-1.352481,-3.977303,0.97249,-3.799227,-0.814528,1.2713709999999998,0.8094399999999999,0.064071,0.976264,jogging
0.213869,-1.243483,2.549407,-1.50651,2.936607,-0.1508,0.6307729999999999,0.149377,0.068235,0.94691,walking
-2.5230740000000003,-0.2314139999999999,0.0111,-0.04177,-0.0366279999999999,-0.017568,0.009675,-0.013571,-0.564372,0.229354,sitting
-2.914469,-0.133105,-0.002991,-0.006222,-0.00252,-0.004707,-0.001121,-0.0019809999999999,-0.223183,0.132712,sitting
0.613002,-0.728358,1.20162,-1.538137,0.817235,-0.075588,-0.152064,0.174463,0.429347,0.6656449999999999,upstairs
-1.50003,-1.401155,1.302461,2.421288,2.4725650000000003,-0.571203,3.554302,0.589055,-0.168406,0.985645,walking
-2.069143,-0.431278,-0.002546,-0.0051979999999999,0.009392,0.00566,0.002805,-0.00084,-0.7979109999999999,0.4180319999999999,sitting
-1.825535,0.003572,2.317254,0.559271,0.362333,0.21341,0.062669,-0.239202,-0.967713,-0.003572,downstairs
1.7266400000000002,-0.072646,-2.083601,-7.404188,-2.666485,1.580942,-0.190486,0.4165319999999999,0.985266,0.072582,jogging
0.513351,-1.069076,2.612284,-2.364013,1.384247,0.1192579999999999,0.049345,0.2891869999999999,0.23618,0.876757,upstairs
2.526918,-1.4107690000000002,-0.5337109999999999,0.2131969999999999,-0.911322,-0.250996,-0.192682,-0.004885,0.091847,0.987223,jogging
1.429352,-1.403118,-0.0121959999999999,-0.03779,0.075501,0.012983,0.003786,-0.0025,0.164934,0.985975,standing
-1.872112,-1.446723,-4.158702,-1.351035,-1.118499,0.214864,0.496533,-0.173302,-0.1181079999999999,0.992313,jogging
1.465398,-1.2472299999999998,-0.039191,-0.083237,-0.0521909999999999,-0.0466269999999999,0.00694,0.007508,0.3161739999999999,0.948108,standing
-2.353262,-1.498205,-2.127157,3.014396,0.39663,0.05919,-0.418112,-0.054617,-0.051424,0.997366,walking
0.458675,-1.093509,-0.748935,-0.920603,0.871941,0.527174,0.513596,0.041366,0.2033859999999999,0.8882450000000001,downstairs
-0.134196,-1.419484,-0.947398,0.641795,-0.0212289999999999,0.1464599999999999,-0.1109339999999999,0.016442,-0.020163,0.988574,walking
1.334236,-0.953855,1.936123,0.211993,3.672936,-0.0788789999999999,-0.084756,-0.045584,0.5624140000000001,0.815652,walking
0.799284,-1.386989,0.020215,0.0514279999999999,0.014578,-0.019156,0.012008,0.058048,0.131018,0.983155,standing
1.404691,-1.535187,-0.009823,0.190646,0.030451,0.039278,0.018944,0.031708,0.0345899999999999,0.999366,standing
-2.48008,-1.076638,-1.05775,0.762061,-0.056833,0.109366,0.407535,-0.009577,-0.291327,0.880368,jogging
-2.1787810000000003,-1.148919,-2.007731,-0.2244469999999999,-0.801433,0.087332,0.300126,0.22495,-0.336096,0.912322,downstairs
0.8611049999999999,-1.232498,-0.860383,0.33973,-0.219101,0.126712,-0.972725,-0.066203,0.251752,0.943321,downstairs
0.293063,-1.378118,-4.317044999999999,-1.554457,-0.266604,0.6277010000000001,0.566296,-0.089857,0.055313,0.981495,jogging
-0.696757,-1.452364,-0.710823,0.1467369999999999,0.4970159999999999,0.355376,0.105516,-0.132634,-0.075774,0.992995,downstairs
-2.023491,-0.184188,0.2463449999999999,2.773793,2.6468580000000004,2.373713,-0.649151,-0.57707,-0.884058,0.183148,jogging
1.103167,-1.252302,-0.538287,0.012261,0.083302,0.237643,0.918319,0.261158,0.279508,0.949708,downstairs
-0.002932,0.091691,0.001964,0.0073219999999999,-0.002419,0.000997,0.015269,-0.001062,-0.00292,-0.091563,sitting
-1.962815,-1.363002,0.132437,0.0587009999999999,-0.4248619999999999,0.400704,0.287701,-0.221412,-0.190651,0.978488,walking
-3.002606,-1.2421209999999998,-3.279375,1.357424,1.859212,-0.708212,0.125291,-1.168757,-0.044718,0.946471,jogging
1.246209,-1.128018,2.80452,-1.308348,2.973865,0.405207,0.763717,0.028041,0.406072,0.903565,upstairs
0.20528,-0.455776,0.0685289999999999,-0.076339,-0.005003,0.03532,0.029689,-0.027504,0.183033,0.44016,sitting
